(0.054, 3.693000000000001, 12.524000000000001, 100.0)
(0.054, 3.693000000000001, 12.227, 100.0)
(0.054, 3.693000000000001, 11.93, 100.0)
(0.054, 3.693000000000001, 11.633, 100.0)
(0.054, 3.693000000000001, 11.335999999999999, 100.0)
(0.054, 3.693000000000001, 11.038999999999998, 100.0)
(0.054, 3.693000000000001, 10.741999999999997, 100.0)
(0.054, 3.693000000000001, 10.444999999999997, 100.0)
(0.054, 3.693000000000001, 10.147999999999996, 100.0)
(0.054, 3.693000000000001, 9.850999999999996, 100.0)
(0.054, 3.693000000000001, 9.553999999999995, 100.0)
(0.054, 3.693000000000001, 9.256999999999994, 100.0)
(0.054, 3.693000000000001, 8.959999999999994, 100.0)
(0.054, 3.693000000000001, 8.662999999999993, 100.0)
(0.054, 3.693000000000001, 8.365999999999993, 100.0)
(0.054, 3.693000000000001, 8.665999999999993, 100.0)
(0.054, 3.693000000000001, 8.965999999999994, 100.0)
(0.054, 3.693000000000001, 9.265999999999995, 100.0)
(0.054, 3.693000000000001, 9.565999999999995, 100.0)
(0.054, 3.693000000000001, 9.865999999999996, 100.0)
(0.054, 3.693000000000001, 10.165999999999997, 100.0)
(0.054, 3.693000000000001, 10.465999999999998, 100.0)
(0.054, 3.693000000000001, 10.765999999999998, 100.0)
(0.054, 3.693000000000001, 11.065999999999999, 100.0)
(0.054, 3.693000000000001, 11.366, 100.0)
(0.054, 3.693000000000001, 11.666, 100.0)
(0.054, 3.693000000000001, 11.966000000000001, 100.0)
(0.054, 3.693000000000001, 12.266000000000002, 100.0)
(0.054, 3.693000000000001, 12.566000000000003, 100.0)
(0.054, 3.693000000000001, 12.866000000000003, 100.0)
(0.054, 3.693000000000001, 13.166000000000004, 100.0)
